itemid,datasource,genre,subgenre,orig_lang,speaker_id,reflabel,observations,maxagree,majority_softlabel,majoritylabel_sampled,majority_distrlabel20,majority_distrlabel40,domconn_step1,domconn_step2
wsj_1145_17,1145,PDTB,NA,English,NA,result,10,0.5,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;precedence;result,result,and,as a result
wsj_1146_148,1146,PDTB,NA,English,NA,reason,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0.2; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;arg2-as-denier;reason,arg1-as-denier,however,despite the fact that
wsj_1147_20,1147,PDTB,NA,English,NA,arg2-as-instance,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0.1; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,specifically,consequently
wsj_1176_3,1176,PDTB,NA,English,NA,succession,10,0.3,synchronous:0; precedence:0; succession:0.1; reason:0.2; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;reason,arg2-as-detail,for background information,the reasons isare that
wsj_1201_36,1201,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.4; arg2-as-denier:0.2; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;arg2-as-denier;arg2-as-detail,arg1-as-denier,however,even though
wsj_1208_43,1208,PDTB,NA,English,NA,synchronous,10,0.4,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail;result,as a result,in more detail
wsj_1225_18,1225,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.4; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;arg2-as-detail;contrast,arg1-as-denier;arg2-as-detail,even though,to provide background information
wsj_1226_6,1226,PDTB,NA,English,NA,synchronous,10,1,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,also,in addition
wsj_1264_15,1264,PDTB,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance,arg2-as-detail;arg2-as-instance,in more detail,to illustrate
wsj_1267_112,1267,PDTB,NA,English,NA,arg2-as-subst,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0.5; differentcon:0; norel:0,arg2-as-subst,arg2-as-subst;reason,arg2-as-subst,instead,rather
wsj_1267_62,1267,PDTB,NA,English,NA,arg2-as-detail,10,0.5,synchronous:0.1; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,arg1-as-detail;result,result,as a result,consequently
wsj_1269_57,1269,PDTB,NA,English,NA,arg2-as-subst,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.3; similarity:0; conjunction:0; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0.5; differentcon:0; norel:0,arg2-as-subst,arg2-as-subst;contrast,arg2-as-subst,instead,rather
wsj_1270_2,1270,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg1-as-detail;conjunction;result,result,in summary,in addition
wsj_1271_37,1271,PDTB,NA,English,NA,reason;arg2-as-instance,10,0.6,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.6; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,result,result,as a result,as a result
wsj_1274_53,1274,PDTB,NA,English,NA,contrast,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.7; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,contrast,conjunction;contrast,contrast,in contrast,by comparison
wsj_1285_10,1285,PDTB,NA,English,NA,synchronous;contrast,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0.4; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;similarity,conjunction;similarity,also,in addition
wsj_1294_16,1294,PDTB,NA,English,NA,arg2-as-denier,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.6; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,conjunction;contrast,contrast,in addition,by comparison
wsj_1302_76,1302,PDTB,NA,English,NA,precedence,10,1,synchronous:0; precedence:1; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,precedence,precedence,later,afterwards
wsj_1302_85,1302,PDTB,NA,English,NA,arg2-as-detail,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance,arg2-as-detail;arg2-as-instance,for example,in more detail
wsj_1331_13,1331,PDTB,NA,English,NA,precedence,10,0.5,synchronous:0; precedence:0.5; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,conjunction;precedence,precedence,also,subsequently
wsj_1331_20,1331,PDTB,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0.1; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0.5; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;contrast,arg1-as-denier,however,despite the fact that
wsj_1367_111,1367,PDTB,NA,English,NA,precedence,10,0.7,synchronous:0; precedence:0.7; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,precedence,precedence,precedence,subsequently,afterwards
wsj_1367_8,1367,PDTB,NA,English,NA,reason;arg2-as-instance,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;reason,conjunction,in addition,also
wsj_1368_44,1368,PDTB,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance,arg2-as-instance,for example,for instance
wsj_1375_26,1375,PDTB,NA,English,NA,arg2-as-detail,10,0.7,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,in more detail,notably
wsj_1376_72,1376,PDTB,NA,English,NA,arg2-as-instance,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.6; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance,arg2-as-instance,for example,for instance
wsj_1380_9,1380,PDTB,NA,English,NA,arg2-as-detail,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,arg2-as-detail,arg2-as-denier;arg2-as-detail;conjunction;differentcon,arg2-as-detail,despite this,despite this
wsj_1394_100,1394,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.4; contrast:0.2; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;contrast,arg2-as-denier,however,despite this
wsj_1397_28,1397,PDTB,NA,English,NA,arg2-as-detail,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-detail,arg1-as-denier;arg2-as-detail,arg2-as-detail,however,specifically
wsj_1407_9,1407,PDTB,NA,English,NA,arg2-as-denier,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0.7; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,result,differentcon;result,result,however,as a result
wsj_1411_16,1411,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,in more detail,in more detail
wsj_1419_21,1419,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.4; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,arg2-as-detail;conjunction;reason,reason,because,the reasons isare that
wsj_1419_33,1419,PDTB,NA,English,NA,equivalence,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;conjunction;result,result,therefore,specifically
wsj_1468_16,1468,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.4; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;conjunction;result,arg2-as-denier,however,despite this
wsj_1469_24,1469,PDTB,NA,English,NA,arg2-as-denier,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.8; similarity:0.1; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,contrast,contrast,however,by comparison
wsj_1469_38,1469,PDTB,NA,English,NA,result,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;arg2-as-instance;result,result,consequently,this is why
wsj_1473_29,1473,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction;result,arg2-as-detail;result,therefore,more specifically
wsj_1490_49,1490,PDTB,NA,English,NA,result,10,0.7,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.7; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,result,result,as a result,consequently
wsj_1502_37,1502,PDTB,NA,English,NA,arg2-as-detail,10,0.3,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance;result,arg2-as-detail,consequently,bearing this in mind
wsj_1504_3,1504,PDTB,NA,English,NA,precedence,10,0.5,synchronous:0; precedence:0.5; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,precedence,precedence;result,precedence,subsequently,afterwards
wsj_1504_41,1504,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail;conjunction,also,in addition
wsj_1512_7,1512,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.4; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,arg2-as-detail;conjunction;reason,reason,in addition,for the reason that
wsj_1514_0,1514,PDTB,NA,English,NA,succession,10,0.3,synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.3; contrast:0.3; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;contrast,arg2-as-denier,however,despite this
wsj_1530_3,1530,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.3; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;arg2-as-detail,arg2-as-denier,however,despite this
wsj_1540_7,1540,PDTB,NA,English,NA,synchronous;contrast,10,0.4,synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0.4; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-denier;contrast,contrast,despite this,by comparison
wsj_1556_17,1556,PDTB,NA,English,NA,arg2-as-detail,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,conjunction;result,result,as a result,this is why
wsj_1567_105,1567,PDTB,NA,English,NA,arg2-as-subst,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0.3; differentcon:0; norel:0,arg2-as-subst,arg2-as-detail;arg2-as-subst;contrast,arg2-as-subst,specifically,in more detail
wsj_1567_51,1567,PDTB,NA,English,NA,precedence,10,0.3,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance;result,arg2-as-detail,for example,for instance
wsj_1567_72,1567,PDTB,NA,English,NA,reason,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,as a result,notably
wsj_1570_4,1570,PDTB,NA,English,NA,precedence,10,0.4,synchronous:0; precedence:0.4; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,precedence,precedence;result,precedence;result,subsequently,afterwards
wsj_1572_87,1572,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.4; arg2-as-detail:0; equivalence:0.2; arg2-as-subst:0; differentcon:0.1; norel:0,arg1-as-detail,arg1-as-detail;equivalence;reason,arg1-as-detail,more generally,in short
wsj_1578_17,1578,PDTB,NA,English,NA,arg2-as-denier,10,0.2,synchronous:0; precedence:0; succession:0.1; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.2; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-denier;arg2-as-detail;result,arg2-as-detail,as a result,despite this
wsj_1590_6,1590,PDTB,NA,English,NA,arg2-as-detail,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;result,conjunction,also,in addition
wsj_1591_16,1591,PDTB,NA,English,NA,synchronous,10,0.9,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.9; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,additionally,in addition
wsj_1601_28,1601,PDTB,NA,English,NA,synchronous;contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.4; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;contrast,conjunction;contrast,also,in addition
wsj_1603_18,1603,PDTB,NA,English,NA,synchronous,10,0.9,synchronous:0.1; precedence:0; succession:0; reason:0; result:0.9; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,result,result,as a result,consequently
wsj_1606_24,1606,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction,arg2-as-detail;conjunction,also,in addition
